0.000000000000000000e+00,2.549019607843137220e-02
1.000000000000000000e+00,1.784313725490196123e-01
2.000000000000000000e+00,3.450980392156862697e-01
3.000000000000000000e+00,4.960784313725490335e-01
4.000000000000000000e+00,6.078431372549019107e-01
5.000000000000000000e+00,6.970588235294117307e-01
6.000000000000000000e+00,7.490196078431372584e-01
7.000000000000000000e+00,8.058823529411764941e-01
8.000000000000000000e+00,8.411764705882353033e-01
9.000000000000000000e+00,8.490196078431372362e-01
1.000000000000000000e+01,8.970588235294117974e-01
1.100000000000000000e+01,9.225490196078430793e-01
1.200000000000000000e+01,9.274509803921568984e-01
1.300000000000000000e+01,9.499999999999999556e-01
1.400000000000000000e+01,9.578431372549019995e-01
1.500000000000000000e+01,9.617647058823529660e-01
1.600000000000000000e+01,9.627450980392157076e-01
1.700000000000000000e+01,9.725490196078431238e-01
1.800000000000000000e+01,9.588235294117647411e-01
1.900000000000000000e+01,9.725490196078431238e-01
2.000000000000000000e+01,9.686274509803921573e-01
2.100000000000000000e+01,9.735294117647058654e-01
2.200000000000000000e+01,9.725490196078431238e-01
2.300000000000000000e+01,9.754901960784313486e-01
2.400000000000000000e+01,9.745098039215686070e-01
2.500000000000000000e+01,9.725490196078431238e-01
2.600000000000000000e+01,9.784313725490195734e-01
2.700000000000000000e+01,9.696078431372548989e-01
2.800000000000000000e+01,9.794117647058823151e-01
2.900000000000000000e+01,9.794117647058823151e-01
3.000000000000000000e+01,9.803921568627450567e-01
3.100000000000000000e+01,9.813725490196077983e-01
3.200000000000000000e+01,9.774509803921568318e-01
3.300000000000000000e+01,9.803921568627450567e-01
3.400000000000000000e+01,9.813725490196077983e-01
3.500000000000000000e+01,9.784313725490195734e-01
3.600000000000000000e+01,9.784313725490195734e-01
3.700000000000000000e+01,9.764705882352940902e-01
3.800000000000000000e+01,9.813725490196077983e-01
3.900000000000000000e+01,9.794117647058823151e-01
4.000000000000000000e+01,9.784313725490195734e-01
4.100000000000000000e+01,9.813725490196077983e-01
4.200000000000000000e+01,9.764705882352940902e-01
4.300000000000000000e+01,9.784313725490195734e-01
4.400000000000000000e+01,9.823529411764705399e-01
4.500000000000000000e+01,9.813725490196077983e-01
4.600000000000000000e+01,9.794117647058823151e-01
4.700000000000000000e+01,9.823529411764705399e-01
4.800000000000000000e+01,9.764705882352940902e-01
4.900000000000000000e+01,9.745098039215686070e-01
5.000000000000000000e+01,9.794117647058823151e-01
5.100000000000000000e+01,9.745098039215686070e-01
5.200000000000000000e+01,9.774509803921568318e-01
5.300000000000000000e+01,9.803921568627450567e-01
5.400000000000000000e+01,9.745098039215686070e-01
5.500000000000000000e+01,9.794117647058823151e-01
5.600000000000000000e+01,9.774509803921568318e-01
5.700000000000000000e+01,9.794117647058823151e-01
5.800000000000000000e+01,9.803921568627450567e-01
5.900000000000000000e+01,9.803921568627450567e-01
