0.000000000000000000e+00,5.882352941176470507e-03
1.000000000000000000e+00,8.823529411764705760e-03
2.000000000000000000e+00,1.568627450980392135e-02
3.000000000000000000e+00,1.470588235294117627e-02
4.000000000000000000e+00,8.823529411764705760e-03
5.000000000000000000e+00,1.666666666666666644e-02
6.000000000000000000e+00,1.470588235294117627e-02
7.000000000000000000e+00,1.372549019607843118e-02
8.000000000000000000e+00,1.372549019607843118e-02
9.000000000000000000e+00,1.372549019607843118e-02
1.000000000000000000e+01,1.764705882352941152e-02
1.100000000000000000e+01,9.803921568627450844e-03
1.200000000000000000e+01,1.274509803921568610e-02
1.300000000000000000e+01,1.666666666666666644e-02
1.400000000000000000e+01,1.176470588235294101e-02
1.500000000000000000e+01,1.274509803921568610e-02
1.600000000000000000e+01,2.156862745098039186e-02
1.700000000000000000e+01,1.764705882352941152e-02
1.800000000000000000e+01,2.352941176470588203e-02
1.900000000000000000e+01,1.862745098039215660e-02
2.000000000000000000e+01,2.352941176470588203e-02
2.100000000000000000e+01,2.450980392156862711e-02
2.200000000000000000e+01,2.352941176470588203e-02
2.300000000000000000e+01,2.843137254901960745e-02
2.400000000000000000e+01,2.549019607843137220e-02
2.500000000000000000e+01,2.156862745098039186e-02
2.600000000000000000e+01,2.647058823529411728e-02
2.700000000000000000e+01,2.352941176470588203e-02
2.800000000000000000e+01,2.254901960784313694e-02
2.900000000000000000e+01,2.058823529411764677e-02
3.000000000000000000e+01,2.058823529411764677e-02
3.100000000000000000e+01,2.745098039215686236e-02
3.200000000000000000e+01,2.745098039215686236e-02
3.300000000000000000e+01,2.549019607843137220e-02
3.400000000000000000e+01,2.941176470588235253e-02
3.500000000000000000e+01,2.549019607843137220e-02
3.600000000000000000e+01,3.039215686274509762e-02
3.700000000000000000e+01,2.745098039215686236e-02
3.800000000000000000e+01,2.745098039215686236e-02
3.900000000000000000e+01,2.352941176470588203e-02
4.000000000000000000e+01,2.058823529411764677e-02
4.100000000000000000e+01,3.137254901960784270e-02
4.200000000000000000e+01,3.039215686274509762e-02
4.300000000000000000e+01,3.431372549019608142e-02
4.400000000000000000e+01,3.039215686274509762e-02
4.500000000000000000e+01,3.039215686274509762e-02
4.600000000000000000e+01,2.745098039215686236e-02
4.700000000000000000e+01,2.450980392156862711e-02
4.800000000000000000e+01,3.333333333333333287e-02
4.900000000000000000e+01,2.450980392156862711e-02
5.000000000000000000e+01,2.941176470588235253e-02
5.100000000000000000e+01,3.137254901960784270e-02
5.200000000000000000e+01,2.843137254901960745e-02
5.300000000000000000e+01,2.843137254901960745e-02
5.400000000000000000e+01,2.450980392156862711e-02
5.500000000000000000e+01,2.941176470588235253e-02
5.600000000000000000e+01,3.235294117647058432e-02
5.700000000000000000e+01,2.549019607843137220e-02
5.800000000000000000e+01,2.647058823529411728e-02
5.900000000000000000e+01,2.549019607843137220e-02
6.000000000000000000e+01,2.254901960784313694e-02
6.100000000000000000e+01,2.745098039215686236e-02
6.200000000000000000e+01,2.254901960784313694e-02
6.300000000000000000e+01,2.549019607843137220e-02
6.400000000000000000e+01,2.843137254901960745e-02
6.500000000000000000e+01,3.431372549019608142e-02
6.600000000000000000e+01,2.450980392156862711e-02
6.700000000000000000e+01,2.647058823529411728e-02
6.800000000000000000e+01,3.137254901960784270e-02
6.900000000000000000e+01,2.058823529411764677e-02
7.000000000000000000e+01,2.843137254901960745e-02
7.100000000000000000e+01,2.549019607843137220e-02
7.200000000000000000e+01,2.549019607843137220e-02
7.300000000000000000e+01,2.549019607843137220e-02
7.400000000000000000e+01,2.549019607843137220e-02
7.500000000000000000e+01,2.647058823529411728e-02
7.600000000000000000e+01,3.039215686274509762e-02
7.700000000000000000e+01,2.843137254901960745e-02
7.800000000000000000e+01,2.549019607843137220e-02
7.900000000000000000e+01,2.843137254901960745e-02
8.000000000000000000e+01,3.235294117647058432e-02
8.100000000000000000e+01,2.549019607843137220e-02
8.200000000000000000e+01,2.450980392156862711e-02
8.300000000000000000e+01,2.941176470588235253e-02
8.400000000000000000e+01,3.431372549019608142e-02
8.500000000000000000e+01,3.137254901960784270e-02
8.600000000000000000e+01,3.235294117647058432e-02
8.700000000000000000e+01,2.549019607843137220e-02
8.800000000000000000e+01,3.333333333333333287e-02
8.900000000000000000e+01,3.039215686274509762e-02
9.000000000000000000e+01,2.549019607843137220e-02
9.100000000000000000e+01,2.647058823529411728e-02
9.200000000000000000e+01,2.156862745098039186e-02
9.300000000000000000e+01,2.549019607843137220e-02
9.400000000000000000e+01,2.450980392156862711e-02
9.500000000000000000e+01,3.725490196078431321e-02
9.600000000000000000e+01,3.137254901960784270e-02
9.700000000000000000e+01,3.137254901960784270e-02
9.800000000000000000e+01,2.843137254901960745e-02
9.900000000000000000e+01,2.156862745098039186e-02
